genre,artist,album,song,lyrics
for eyes to sing along.

Make them stop.

Make them stop.

Make them stop.

Make them stop.

Make them stop."

Rock,Twenty One Pilots,Vessel ,Lovely - Bonus Track ,"You say things with your mouth
cobwebs and flies come out
I hear a second voice behind your tongue somehow.
Luckily I can read your mind
flies and cobwebs unwind
they will not take you down
they will not cast you out.

Dear friend, here we are again pretending
to understand how you think your world is ending
sending signals and red flags in waves
it's hard to tell the difference between blood and water these days.
I'll pray that one day you see
the only difference between life and dying
Is one is trying, that's all we're called to do
so try to love me and I'll try to save you.

Won't you stay alive
I'll take you on a ride
I will make you believe you are lovely.

Won't you stay alive
I'll take you on a ride
I will make you believe you are lovely.

Your redemption won't grow stale
we are now just setting sail
on the seas of what we fear
treason now is growing near to me.

I'm coming clean.
God, hit me straight on.
God, hit me straight on

Won't you stay alive
I'll take you on a ride
I will make you believe you are lovely.

Won't you stay alive
I'll take you on a ride
I will make you believe you are lovely.

Don't be gone.
Don't be gone.
Don't be gone.
Don't be gone.
Don't be gone.

You say things with your mouth
cobwebs and flies come out.
You say things with your mouth
cobwebs and flies come out.

You say things with your mouth
cobwebs and flies come out.

You say things with your mouth
cobwebs and flies come out.

You say things with your mouth
cobwebs and flies come out.

You say things with your mouth
cobwebs and flies come out."

Rock,Twenty One Pilots,Vessel ,Holding on to You (live at The LC Pavilion) ,"I'm taking over my body, back in control, no more shotty,
I bet a lot of me was lost, 't's uncrossed and 'i's undotted,
I fought it a lot and it seems a lot like flesh is all I got,
Not anymore, flesh out the door, swat,
I must've forgot, you can't trust me,
I'm open a moment and close when you show it,
Before you know it I'm lost at sea,
And now that I write and think about it,
And the story unfolds,
You should take my life, you should take my soul.

You are surrounding all my surroundings,
Sounding down the mountain range of my left-side brain,
You are surrounding all my surroundings,
Twisting the kaleidoscope behind both of my eyes.

And I'll be holding on to you.

Remember the moment you know exactly where you're going,
'Cause the next moment, before you know it,
Time is slowing and it's frozen still,
And the window sill looks really nice, right?
You think twice about your life, it probably happens at night,
right? Fight it, take the pain, ignite it,
Tie a noose around your mind loose enough to breathe fine and tie it,
To a tree, tell it, ""You belong to me,
This ain't a noose, this is a leash,
And I have some news for you, you must obey me.""

Entertain my faith.

Lean with it, rock with it,
When we gunna stop with it,
Lyrics that mean nothing, we were gifted with thought,
Is it time to move our feet to anspective beat,
It ain't the speakers that bump hearts, it's our hearts that make the beat."

Rock,Twenty One Pilots,Vessel ,Guns For Hands - Live at The LC Pavilion ,"I know what you think in the morning
When the sun shines on the ground
And shows what you have done
It shows where your mind has gone
And you swear to your parents
That it will never happen again
I know, I know-ow-ow what that means
I know-ow-ow-ow-ow

That you all have guns
And you never put the safety on
And you all have plans
To take it, to take it
Don't take it, take it, take it

I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah
I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah

Let's take this a second at a time
Let's take this one song, this one rhyme
Together, let's breathe
Together, to the beat
But there's hope out the window
So that's where we'll go
Let's go outside and all join hands
But until then you'll never understand

That you all have guns
And you never put the safety on
And you all have plans
To take it, to take it
Don't take it, take it, take it

I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah

Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Whoo!
Da-da-da-da-da...
Da-da-da-da-da...
Da-da-da-da-da, ah uh...
Da-da-da-da-da...

We've turned our hands to guns
Traded our thumbs for ammunition
I must forewarn you, of my disorder, or my condition
Cause when the sun sets
It upsets what's left of my invested interest
Interested in putting my fingers to my head
The solution is, I see a whole room of these mutant kids
Fused at the wrist
I simply tell them they should shoot at this
Simply suggest my chest and this confused music, it's
Obviously best for them to turn their guns to a fist

I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah
I'm trying, I'm trying to sleep
(I'm trying to sleep)
I'm trying, I'm trying to sleep
(I'm trying to sleep)
But I can't, but I can't when you all have
Guns for hands, yeah"

Rock,Twenty One Pilots,Vessel ,Holding on to You (live at the Newport Music Hall) ,"I'm taking over my body, back in control, no more shotty
I bet a lot of me was lost, 't's uncrossed and 'i's undotted
I fought it a lot and it seems a lot like flesh is all I got
Not anymore, flesh out the door, swat
I must've forgot, you can't trust me
I'm open a moment and close when you show it
Before you know it I'm lost at sea
And now that I write and think about it
And the story unfolds
You should take my life, you should take my soul.

You are surrounding all my surroundings
Sounding down the mountain range of my left-side brain
You are surrounding all my surroundings
Twisting the kaleidoscope behind both of my eyes.

(ahh, ahh) And I'll be holding on to you

(ahh, ahh) And I'll be holding on to you

Remember the moment you know exactly where you're going
'Cause the next moment, before you know it
Time is slowing and it's frozen still
And the window sill looks really nice, right?
You think twice about your life, it probably happens at night
right? Fight it, take the pain, ignite it
Tie a noose around your mind loose enough to breathe fine and tie it
To a tree, tell it, ""You belong to me
This ain't a noose, this is a leash
And I have news for you, you must obey me.""

You are surrounding, all my surroundings
Sounding down the mountain range of my left-side brain
You are surrounding, all my surroundings
Twisting the kaleidoscope behind both of my eyes.

Entertain my faith (repeat x10)

Lean with it, rock with it

When we gonna stop with it?

Lyrics that mean nothing

We were gifted with thought

Is it time to move our feet

To an introspective beat

It ain't the speakers that bump hearts

It's our hearts that make the beat

Lean with it, rock with it

When we gonna stop with it?
Lyrics that mean nothing
We were gifted with, thought
Is it time to move our feet
To an introspective beat

It ain't the speakers that bump hearts
It's our hearts that make the beat
Lean with it rock with it
When we going to stop with it?
Lyrics that mean nothing

We were gifted with, thought
Is it time to move our feet
To an introspective beat
It aint the speakers that bump hearts
It's our hearts that make the beat

Lean with it, rock with it
When we going to stop with it?
Lyrics that mean nothing
We were gifted with, thought
Is it time to move our feet
To an introspective beat
It aint the speakers that bump hard
It's our hearts that make the beat
Lean with it, rock with it
When we going to stop with it?
Lyrics that mean nothing
We were gifted with, thought
Is it time to move our feet
To an introspective beat?
It ain't the speakers that bump hard
It's our hearts that make the beat
(ahh ahhh) And I'll be holding onto you! And I'll be holding onto you! (repeat)
You are surrounding, all my surroundings
Sounding down the mountain range, of my left-side brain
You are surrounding, all my surroundings
Twisting the kaleidoscope behind both of my eyes"

Rock,Twenty One Pilots,Vessel ,Ode To Sleep ,"I wake up fine and dandy but then by the time I find it handy
To rip my heart apart and start planning my crash landing
I go up, up, up, up, up to the ceiling
Then I feel my soul start leaving, like an old man's hair receding
I'm pleading please, oh please on my knees repeatedly asking
Why it's got to be like this, is this living free
I don't want to be the one, be the one who has the sun's blood on my hands
I'll tell the moon, take this weapon forged in darkness
Some see a pen, I see a harpoon.

I'll stay awake
'Cause the dark's not taking prisoners tonight.

Why am I not scared in the morning
I don't hear those voices calling
I must have kicked them out, I must have kicked them out
